identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0006102489;TOP SEMENCE;77939432900014;1175 ROUTE DE PUYGIRON;26160;LA BATIE-ROLLAND;DROME;AUVERGNE-RHONE-ALPES;846708.000000;6384908.000000;2154;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;;
0005100616;SUEZ RV Picardie;58578097600023;rue du Marechal Joffre prolongée, lieudit la gare allemande;02100;SAINT-QUENTIN;AISNE;HAUTS-DE-FRANCE;721962.000000;6971518.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0007001762;FRANCE MANCHE S.A.(Entretien navettes);34287461700059;Direction SQHE / bâtiment C09, B.P. 69;62231;COQUELLES;PAS-DE-CALAIS;HAUTS-DE-FRANCE;616038.000000;7092899.000000;2154;5221Z;Services auxiliaires des transports terrestres;;
0055302009;SCEA TOUCHET;34046774500014;LES RENARDIERES;53390;LA ROUAUDIERE;MAYENNE;PAYS-DE-LA-LOIRE;389290.000000;6758350.000000;4326;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0009000225;DEALAT LE CANNET DES MAURES;15100003100261;Base ALAT;83340;LE CANNET-DES-MAURES;VAR;PROVENCE-ALPES-COTE-D'AZUR;974191.180000;6259790.720000;2154;8422Z;Défense;;
0052902517;SAS ELEVAGE JEAN CLAUDE FAVE;63722033600019;Kerveleoc, BP 837;29800;PLOUEDERN;FINISTERE;BRETAGNE;164890.000000;6846203.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006300033;CHARIER CM - CARRIERES ET MATERIAUX;34767015000155;Le Tronc, CHEMERE;44320;ARTHON-EN-RETZ;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;331351.000000;6683734.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0005801036;SIDEL;36550108900012;4 avenue de la Patrouille de France, BP 204;76930;OCTEVILLE-SUR-MER;SEINE-MARITIME;NORMANDIE;492740.000000;6943825.000000;2154;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;;
0005100430;ELCHAIS ( ex SENSIENT NATURAL ING.;34537860800011;Le Mont de Monceau;02350;MARCHAIS;AISNE;HAUTS-DE-FRANCE;759980.000000;6941946.000000;2154;1039A;Autre transformation et conservation de légumes;;
0006512394;CORDEBAR - SAINT LEU LA FORET;31897792300040;9 rue Charles Cros;95320;SAINT-LEU-LA-FORET;VAL-D'OISE;ILE-DE-FRANCE;645049.000000;6878356.000000;2154;4511Z;Commerce de voitures et de véhicules automobiles légers;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0006400409;MICHEL POIDS LOURDS;30046166200011;970, Avenue d'Avignon;84700;SORGUES;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;850038.000000;6327707.000000;2154;3831Z;Démantèlement d'épaves;;
0006405078;DALMASSO;41237161900013;Z.I. Fuon Santa;06340;LA TRINITE;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;1048116.000000;6303211.000000;2154;3832Z;Récupération de déchets triés;;
0010005009;L'OREAL PARFUMS ET BEAUTE;31442818600121;2 rue Chantemelles;45140;INGRE;LOIRET;CENTRE;613729.000000;6760796.000000;2154;4645Z;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté;;
0006400525;Mc CORMICK France;62298002700107;Z.I. de Carpensud, 999, avenue des Marchés;84200;CARPENTRAS;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;863535.000000;6328529.000000;2154;1084Z;Fabrication de condiments et assaisonnements;;
0007204566;SAS MAISON BOINAUD;90712021600011;Le Bois d'Angeac, 140 rue de la Bonne Chauffe;16130;ANGEAC-CHAMPAGNE;CHARENTE;NOUVELLE-AQUITAINE;442349.000000;6506577.000000;2154;1101Z;Production de boissons alcooliques distillées;;
0005701583;AFICA;33678040800017;19 rue de Bazancourt;51110;ISLES-SUR-SUIPPE;MARNE;GRAND-EST;786981.000000;6917928.000000;2154;2444Z;Métallurgie du cuivre;2.(e).(ii);destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux
0006601905;ROYAL CANIN;70020098300038;650, avenue de la Petite Camargue, BP 4;30470;AIMARGUES;GARD;OCCITANIE;795765.000000;6289909.000000;2154;1092Z;Fabrication d'aliments pour animaux de compagnie;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0007000771;DEPOTS DE PETROLE COTIERS;77567398100012;Port 2145 - 2145 avenue Maurice Berteaux, BP 70049;59430;DUNKERQUE;NORD;HAUTS-DE-FRANCE;654445.000000;7104784.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0052903410;EARL PHILIPPE HASCOET;33466642700011;KERESTOU;29180;QUEMENEVEN;FINISTERE;BRETAGNE;172948.000000;6803691.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006102163;SCHOELLER ARCA SYSTEMS SAS;45135619000012;Route En Doraise;01460;NURIEUX-VOLOGNAT;AIN;AUVERGNE-RHONE-ALPES;895194.000000;6568015.000000;2154;2222Z;Fabrication d'emballages en matières plastiques;;
0006501999;REVETECH;78675014100016;RN 19 - RUE BLAISE PASCAL;77720;MORMANT;SEINE-ET-MARNE;ILE-DE-FRANCE;691505.000000;6834984.000000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0009076401;STEP - Pont de l'aveugle;20006710600241;17 avenue de l'adour;64600;ANGLET;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;-1.498014;43.502093;4326;3700Z;Collecte et traitement des eaux usées;5.(f);Installations de traitement des eaux urbaines résiduaires d'une capacité de 100 000 équivalents habitants
0006600745;RAFM;43502919400014;548 Avenue Sainte-Barbe, ZI La Plaine Saint-Martin;30520;SAINT-MARTIN-DE-VALGALGUES;GARD;OCCITANIE;787010.000000;6340589.000000;27572;3312Z;Réparation de machines et équipements mécaniques;;
0005100544;TECHNICENTRE PICARDIE;55204944725078;BD STEPHENSON;02700;TERGNIER;AISNE;HAUTS-DE-FRANCE;721069.000000;6951771.000000;2154;4910Z;Transport ferroviaire interurbain de voyageurs;;
0009076904;Station d'épuration à Feyssine;24690024500019;2-4 chemin de la Feyssine;69100;VILLEURBANNE;RHONE;AUVERGNE-RHONE-ALPES;1846730.000000;5178227.000000;;3700Z;Collecte et traitement des eaux usées;5.(f);Installations de traitement des eaux urbaines résiduaires d'une capacité de 100 000 équivalents habitants
0009000324;ENSOA;15000123800016;"""QUARTIER COIFFE  RUE DE LA TOUR CARREE""";79400;SAINT-MAIXENT-L'ECOLE;DEUX-SEVRES;NOUVELLE-AQUITAINE;0.202000;46.412000;4326;8411Z;Administration publique générale;;
0005101758;EUROSERUM;78059124400014;2 avenue Jules Levis;80270;AIRAINES;SOMME;HAUTS-DE-FRANCE;624006.000000;6986108.000000;2154;1051D;Fabrication d'autres produits laitiers;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0007202625;SAFRAN AIRCRAFT ENGINES (ex SNECMA);41481521700156;Rue Maryse Bastié - BP 129, (case 261);86100;CHATELLERAULT;VIENNE;NOUVELLE-AQUITAINE;513134.000000;6641474.000000;2154;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006401271;CROWN EMBALLAGE FRANCE SAS;95420083800082;815 Ave des Marchés - BP225;84200;CARPENTRAS;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;863567.000000;6328706.000000;2154;2592Z;Fabrication d'emballages métalliques légers;;
0009000033;BA 110 Creil;15600003600244;ALLEE DU LIEUTENANT MAURICE CHORON;60314;CREIL;OISE;HAUTS-DE-FRANCE;664948.870000;6906173.570000;2154;8422Z;Défense;;
0006302445;BAUDRY;07120076000016;Rue du Lieutenant Bouvier, BP 3 - TORFOU;49450;SAINT-MACAIRE-EN-MAUGES;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;387796.000000;6668083.000000;2154;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;;
0006302265;TOQUE ANGEVINE (LA);32343802800033;ZI d'Etriché, Segré;49500;SEGRE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;410328.000000;6739887.000000;2154;1089Z;Fabrication d'autres produits alimentaires n.c.a.;;
0007001242;Malteurop;33079207800066;route de Merville;62120;AIRE-SUR-LA-LYS;PAS-DE-CALAIS;HAUTS-DE-FRANCE;658143.000000;7060660.000000;2154;1106Z;Fabrication de malt;;
0006303881;SARL SRVM;39827502400022;13, rue de la Sourdrie, 49410 Saint Florent le Vieil;49410;LA POMMERAYE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;398415.000000;6702642.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0010000129;GARAGE DU FOURNEAU SARL;43770039600017;ZI 3 Rue Villancien;28800;BONNEVAL;EURE-ET-LOIR;CENTRE;581148.000000;6790144.000000;4326;3831Z;Démantèlement d'épaves;;
0005600137;LAFA COLLECTIVITES;74998168400014;40, avenue Georges Pompidou, BP 309;15000;AURILLAC;CANTAL;AUVERGNE-RHONE-ALPES;657533.000000;6424282.000000;2154;3101Z;Fabrication de meubles de bureau et de magasin;;
0005600397;DOBLER AUTO PIECES;43962383600012;RN89;63920;PESCHADOIRES;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;738242.000000;6526518.000000;2154;4520A;Entretien et réparation de véhicules automobiles légers;;
0016500173;COLLY & MARTIN SAS;58635017500053;Z.I. Les Taillas;43600;SAINTE-SIGOLENE;HAUTE-LOIRE;AUVERGNE-RHONE-ALPES;798323.000000;6462096.000000;2154;2222Z;Fabrication d'emballages en matières plastiques;;
0006303592;TENNECO AUTOMOTIVE;55545007100041;La Croix des Landes;53940;SAINT-BERTHEVIN;MAYENNE;PAYS-DE-LA-LOIRE;416661.000000;6779503.000000;2154;2932Z;Fabrication d'autres équipements automobiles;;
0005503729;SUEZ RV Ouest;34426370200187;Branguily;56920;GUELTAS;MORBIHAN;BRETAGNE;267347.000000;6793227.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0005202484;HARRIET SARL;38161512900016;70 avenue du Maréchal Juin;64200;BIARRITZ;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;332496.000000;6274055.000000;2154;3831Z;Démantèlement d'épaves;;
0054201345;EAUX MINERALES DE SAINT ALBAN LES EAUX;40351377300024;LES GRANDS PRES;42370;SAINT-ALBAN-LES-EAUX;LOIRE;AUVERGNE-RHONE-ALPES;773167.000000;6546662.000000;2154;1107B;Production de boissons rafraîchissantes;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0005207941;CASSE AUTO 933 (exAuto Casse Allo 933);30205851600089;Départementale 933, section B parcelles 924 1025 1027 1029 1042 et 1051;64300;SALLESPISSE;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;400727.000000;6276812.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0052903142;EARL DE PRAT A LAND;34196749500019;Prat Ar Lann;29420;PLOUVORN;FINISTERE;BRETAGNE;181451.000000;6855064.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005401902;ASTREA Fontaine SAS;31159667000084;1, Rue des Prés Potets;21121;FONTAINE-LES-DIJON;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;853499.000000;6696986.000000;2154;2120Z;Fabrication de préparations pharmaceutiques;;
0005205352;Communauté de Communes Lacq-Orthez;20003920400041;UIOM de Mourenx, ZI -  CD 281;64150;MOURENX;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;408288.000000;6260255.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0009076301;STEU - CLERMONT-FERRAND;24630070100272;1 rue de Bourdon;63100;CLERMONT-FERRAND;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;663.400000;2089.150000;27572;3700Z;Collecte et traitement des eaux usées;5.(f);Installations de traitement des eaux urbaines résiduaires d'une capacité de 100 000 équivalents habitants
0025200040;ESE France;32181911200483;42 Rue Paul Sabatier;71530;CRISSEY;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;842329.000000;6638036.000000;2154;2222Z;Fabrication d'emballages en matières plastiques;;
0006507742;KUEHNE NAGEL (ex ACR Logistics);33358346600847;Zone d'activités la Goële, Lieu dit Les prés Bouchers;77230;DAMMARTIN-EN-GOELE;SEINE-ET-MARNE;ILE-DE-FRANCE;678191.000000;6884673.000000;2154;4941B;Transports routiers de fret de proximité;;
0052902057;SCEA PHILIPPE GALLOU;33882938500016;Kernevez;29190;PLEYBEN;FINISTERE;BRETAGNE;180465.000000;6819296.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005203250;Imerys Ceramics France SAS;49009659110020;La Combe La Fon Pépy Forêt de Boudeau, Jouvent Bois Viel Les Grandes Terres ...;24800;SAINT-JEAN-DE-COLE;DORDOGNE;NOUVELLE-AQUITAINE;530928.000000;6480481.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0006302543;VERGERS D'ANJOU;07120159400042;La Ripoterie - RD 94 - BP 10137, Saint Sylvain d'Anjou;49480;SAINT-SYLVAIN-D'ANJOU;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;437207.000000;6719098.000000;2154;4631Z;Commerce de gros (commerce interentreprises) de fruits et légumes;;
0006300989;FLEURY MICHON LS;43922020300012;Lieu-dit Pouzauges Gare, BP 1;85700;LA MEILLERAIE-TILLAY;VENDEE;PAYS-DE-LA-LOIRE;408795.000000;6634872.000000;2154;1013A;Préparation industrielle de produits à base de viande;5.(g);Installations autonomes de traitement des eaux industrielles usées provenant d'une ou de plusieurs des activités énumérées dans la présente annexe d'une capacité de 10 000 m3 par jour 
0006103601;MALERBA n° 1/ 4;41456526700013;Usine n° 4, rue de Lyon;69470;COURS-LA-VILLE;RHONE;AUVERGNE-RHONE-ALPES;801464.000000;6555993.000000;2154;2512Z;Fabrication de portes et fenêtres en métal;;
0009000259;12ème Régiment de Cuirassiers;13001364200017;Quartier Valmy  BP 119;45160;OLIVET;LOIRET;CENTRE;1.885011;47.839924;4326;8422Z;Défense;;
0005701409;IPC PETROLEUM FRANCE;57219916400045;MACLAUNAY;51210;MONTMIRAIL;MARNE;GRAND-EST;740300.000000;6859027.000000;2154;0610Z;Extraction de pétrole brut;;
0005517297;PAPREC GRAND OUEST;38183085000180;ZAC des Cormiers - Mahomat, 89, rue Nationale;35650;LE RHEU;ILLE-ET-VILAINE;BRETAGNE;344782.000000;6787804.000000;2154;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0005501941;Com Com Auray Quiberon Terre Atlantique;25561339000012;Varquez Rongal;56340;PLOUHARNEL;MORBIHAN;BRETAGNE;240965.000000;6742329.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0005800999;LHOTELLIER_DEPOLLUTION_Ex_IKOS SOL MEIX;41856972900068;Lieu-dit Les Varennes, rue Charles de Gaulle;27590;PITRES;EURE;NORMANDIE;570615.000000;6914473.000000;2154;3900Z;Dépollution et autres services de gestion des déchets;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0005400025;BREDILLET;33497768300021;Champ aux Chats;21310;BEAUMONT-SUR-VINGEANNE;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;877534.000000;6709177.000000;2154;4312A;Travaux de terrassement courants et travaux préparatoires;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0010600112;PAPREC GRAND EST;31635742500040;17 rue de Fos sur Mer, Port Edouard  Herriot;69190;SAINT-FONS;RHONE;AUVERGNE-RHONE-ALPES;843216.000000;6514678.000000;2154;3811Z;Collecte des déchets non dangereux;;
0006502558;SOPRONEM;55211759000331;2, rue des Etangs;77140;SAINT-PIERRE-LES-NEMOURS;SEINE-ET-MARNE;ILE-DE-FRANCE;676600.000000;6797955.000000;2154;2041Z;Fabrication de savons, détergents et produits d'entretien;4.(a).(xi);tensioactifs et agents de surface
0052902949;EARL KOAT PENHOAT;51917601000014;Kerrohan;29270;PLOUNEVEZEL;FINISTERE;BRETAGNE;210744.000000;6821458.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0007403769;SEMMARIS;66201249100020;1 RUE DE LA TOUR, MIN RUNGIS;94150;RUNGIS;VAL-DE-MARNE;ILE-DE-FRANCE;652210.000000;6850184.000000;2154;6832A;Administration d'immeubles et autres biens immobiliers;;
0005208469;SMD3- St Geniès et St Crépin et Carlucet;25240532900035;Le Bois de Palan;24590;SAINT-GENIES;DORDOGNE;NOUVELLE-AQUITAINE;561307.000000;6431182.000000;;3821Z;Traitement et élimination des déchets non dangereux;;
0005800433;LAFARGEHOLCIM CIMENTS;30213556100264;Zone industrielle portuaire Sud, BP 1369;76430;SAINT-VIGOR-D'YMONVILLE;SEINE-MARITIME;NORMANDIE;505434.000000;6932879.000000;2154;2351Z;Fabrication de ciment;3.(c).(i);de clinker (ciment) dans des fours rotatifs d'une capacité de production de 500 tonnes par jour
0005101077;CHANEL PARFUMS BEAUTE;56208251100097;7 RUE F. DE LESSEPS, Z.A.C. DE MERCIERES;60200;COMPIEGNE;OISE;HAUTS-DE-FRANCE;684339.000000;6921102.000000;2154;2042Z;Fabrication de parfums et de produits pour la toilette;;
0006501905;LINDE France s.a.;39263124800300;ZAE du Confluent;77130;MONTEREAU-FAULT-YONNE;SEINE-ET-MARNE;ILE-DE-FRANCE;698766.000000;6810022.000000;2154;2120Z;Fabrication de préparations pharmaceutiques;1.(b);Installations de gazéification et de liquéfaction
0005804745;SUEZ ORGANIQUE;34530688000716;RD 643, route de Rouen;27700;CUVERVILLE;EURE;NORMANDIE;582350.000000;6909867.000000;4326;3821Z;Traitement et élimination des déchets non dangereux;;
0006800003;SAS SEVIGNE INDUSTRIES;42114895800034;Rascalat;12520;AGUESSAC;AVEYRON;OCCITANIE;706703.000000;6341032.000000;2154;4312B;Travaux de terrassement spécialisés ou de grande masse;;
0006209789;SUEZ ORGANIQUE MENARMONT;34530688000518;Lieudit La Haie Rousse;88700;MENARMONT;VOSGES;GRAND-EST;969649.000000;6818427.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0057201665;CHARAL;54695037900273;ZI de l'Aubrée - Avenue Jean Monnet, BP 68;72300;SABLE-SUR-SARTHE;SARTHE;PAYS-DE-LA-LOIRE;452927.000000;6752900.000000;2154;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
0009000075;DEA ISTRES;15100003100832;BA 125  Chemin des Bellons;13800;ISTRES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;856468.230000;6270989.930000;2154;8422Z;Défense;;
0006304426;NAVAL Group;47848735800010;Indret, BP 30;44620;LA MONTAGNE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;346031.000000;6687667.000000;2154;9420Z;Activités des syndicats de salariés;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0052903711;EARL DE KERVANIJO;34475738000029;Keruzaouen;29630;SAINT-JEAN-DU-DOIGT;FINISTERE;BRETAGNE;202660.000000;6858952.000000;4326;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006104762;PRODUITS CHIMIQUES PLATRET SA;78011203300029;27 rue de Montréal, ZI - BP 458;74100;VILLE-LA-GRAND;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;952988.000000;6572601.000000;2154;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;;
0058900014;SARL DU VAL DES FOURCHES;51116805600022;Ferme du Val des Fourches;89160;ARGENTEUIL-SUR-ARMANCON;YONNE;BOURGOGNE-FRANCHE-COMTE;779093.000000;6739520.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0009000286;AIA de Bretagne - Antenne de Lann-Bihoué;15000028900036;AIA de Bretagne BCLM Lorient   BP 92222   56998 Lorient cedex;56530;QUEVEN;MORBIHAN;BRETAGNE;217868.000000;6760929.000000;2154;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;;
0006401291;PERRIN et FILS SA;65582034800036;ZI Grange Blanche, 271 rue Aimé Arnoux;84350;COURTHEZON;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;851129.000000;6335740.000000;2154;4634Z;Commerce de gros (commerce interentreprises) de boissons;;
0006811350;SAS SEVIGNE INDUSTRIES - ISDI 1 LOUS TRINIOLS;42114895800034;Lous Triniols, Les Plos, Les Crouzets, ancienne carrière de La Vialatelle;12850;ONET-LE-CHATEAU;AVEYRON;OCCITANIE;668232.000000;6365415.000000;2154;3811Z;Collecte des déchets non dangereux;;
0006602235;COLAS France usine de Mende;32939379700785;CAUSSE D AUGE;48000;MENDE;LOZERE;OCCITANIE;740348.000000;6382429.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0010200031;ATELIERS LOUIS VUITTON;72206399700059;Quartier Chamelle;07370;SARRAS;ARDECHE;AUVERGNE-RHONE-ALPES;841993.000000;6455649.000000;2154;1512Z;Fabrication d'articles de voyage, de maroquinerie et de sellerie;;
0005201748;SÉBASTIEN LABARRIERE;34269631700011;Zone Industrielle, B.P. N° 50;40110;MORCENX;LANDES;NOUVELLE-AQUITAINE;387793.000000;6332098.000000;2154;1621Z;Fabrication de placage et de panneaux de bois;;
0005105255;PQ France;44210429500013;usine de Lamotte, BP 30 TROSLY BREUIL;60350;TROSLY-BREUIL;OISE;HAUTS-DE-FRANCE;699856.000000;6923105.000000;2154;2013B;Fabrication d'autres produits chimiques inorganiques de base n.c.a.;3.(f);Installations destinées à la fusion de matières minérales, y compris celles destinées à la production de fibres minérales d'une capacité de fusion de 20 tonnes par jour
0053600236;HARRYS FRANCE - usine de Montierchaume;43322535600081;La Malterie;36130;MONTIERCHAUME;INDRE;CENTRE;604487.000000;6639679.000000;2154;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;;
0006700827;SINEU GRAFF;71850052300011;253 A ROUTE D'EPFIG, BP 50048;67230;KOGENHEIM;BAS-RHIN;GRAND-EST;1035781.000000;6814089.000000;2154;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;;
0006508983;ECOPUR (ex SMF MIGNON et FILS);95720174200021;Avenue des Roissy Hauts;91540;ORMOY;ESSONNE;ILE-DE-FRANCE;660462.000000;6830023.000000;2154;3700Z;Collecte et traitement des eaux usées;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0010300132;BONTOUX S.A.S;50450659300012;583, route du col de Peyruergue, Quartier Aguzon;26170;SAINT-AUBAN-SUR-L'OUVEZE;DROME;AUVERGNE-RHONE-ALPES;892004.000000;6358518.000000;2154;2053Z;Fabrication d'huiles essentielles;;
0006301454;KUHN - HUARD n°1;34063615800016;ZI Les Forges -Rue du Québec, BP 49;44110;CHATEAUBRIANT;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;370563.000000;6743189.000000;2154;2830Z;Fabrication de machines agricoles et forestières;;
0006506164;NCS PYROTECHNIE;31942739900039;RUE DE LA CARTOUCHERIE, BP 10;95470;SURVILLIERS;VAL-D'OISE;ILE-DE-FRANCE;666671.000000;6888242.000000;2154;2051Z;Fabrication de produits explosifs;4.(f);Installations destinées à la fabrication industrielle d'explosifs et de produits pyrotechniques
0005202826;DECONS;40271311900012;Impasse Pombie;64121;SERRES-CASTET;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;425885.000000;6259523.000000;2154;3831Z;Démantèlement d'épaves;;
0005800598;COMPTOIR NOUVEAU DE LA PARFUMERIE;54205328500046;4 rue du Pont Vert, B.P 25 - 27109 LE VAUDREUIL CEDEX;27100;LE VAUDREUIL;EURE;NORMANDIE;570062.000000;6908441.000000;2154;2042Z;Fabrication de parfums et de produits pour la toilette;;
0006301239;KNAUF ILE DE FRANCE / OUEST - St Philbert du Peuple;32254725800028;Rue des Terres Noires;49160;SAINT-PHILBERT-DU-PEUPLE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;469737.000000;6703742.000000;2154;2223Z;Fabrication d'éléments en matières plastiques pour la construction;;
0005901455;SMRC Automotive Modules France SAS;41031487600138;ZAC du Mont Jean;90200;ROUGEGOUTTE;TERRITOIRE-DE-BELFORT;BOURGOGNE-FRANCHE-COMTE;987772.000000;6744180.000000;2154;2229A;Fabrication de pièces techniques à base de matières plastiques;4.(a).(viii);matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)
0009000300;13 RG;79164560900011;Quartier galliéni Camp militaire du Valdahon;25800;VALDAHON;DOUBS;BOURGOGNE-FRANCHE-COMTE;6.322355;47.156729;4326;8559B;Autres enseignements;;
0005601635;VALTOM;30259089800185;chemin de puy-long;63000;CLERMONT-FERRAND;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;712975.000000;6518601.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0005501923;ROMI (PLOERMEL);63920048400058;Rue Bernard Perrot, Zone d'Activités du Bois Vert;56800;PLOERMEL;MORBIHAN;BRETAGNE;299137.000000;6772643.000000;2154;3832Z;Récupération de déchets triés;;
